[COLOR]	1	1.4705882352941178	49	3.6842105263157894
[DISCAPACIDAD]	1	1.4705882352941178	18	1.3533834586466165
[EDAD]	0	0.0	31	2.330827067669173
[EXTERIOR]	22	32.35294117647059	518	38.94736842105263
[FISICO]	5	7.352941176470588	188	14.135338345864662
[INTERIOR]	4	5.882352941176471	84	6.315789473684211
[ITEM]	3	4.411764705882353	53	3.9849624060150375
[LUGAR]	1	1.4705882352941178	63	4.7368421052631575
[NSNC]	7	10.294117647058824	100	7.518796992481203
[PERSONALIDAD]	14	20.58823529411765	226	16.992481203007518
[_TOTAL]	68	100.0	1330	100.0
