1288	buena
0843	amable
0667	guapa
0651	agradable
0576	hermosa
0574	inteligente
0571	bonita
0410	fuerte
0399	atractiva
0379	joven
0343	interesante
0337	rica
0310	divertida
0280	feliz
0275	importante
0255	mala
0254	popular
0248	positiva
0243	bueno
0236	peligrosa
0227	estricta
0201	diferente
0198	loca
0194	este
0192	alta
0190	tranquila
0189	gentil
0184	muerta
0183	trabajadora
0150	alegre
0144	bella
0139	grande
0138	atenta
0120	nerviosa
0119	exitosa
0112	rara
0109	poderosa
0103	blanca
0102	real
0099	valiente
0096	conocida
0094	rubia
0092	posible
0090	sexy
0089	religiosa
0089	perdida
0089	nueva
0089	normal
0084	lista
0084	genial
0084	brillante
0080	japonesa
0079	excelente
0079	distinta
0077	rechazada
0077	igual
0076	culpable
0074	negra
0071	superior
0068	femenina
0063	sexual
0063	ejemplar
0062	negativa
0059	correcta
0058	especial
0051	sospechosa
0048	similar
0048	mayor
0047	dominante
0046	falsa
0046	divertido
0044	sagrada
0042	ciega
0040	maestra
0040	guapo
0038	triste
0038	razonable
0038	inferior
0038	capaz
0036	barata
0035	inestable
0035	formal
0034	justa
0033	famosa
0032	paciente
0031	inglesa
0030	responsable
0030	menor
0030	mejor
0029	suicida
0029	homosexual
0028	viva
0027	masculina
0027	inocente
0026	rusa
0026	entusiasta
0026	arrogante
0025	entregada
0025	conservadora
0024	china
0023	francesa
0023	elevada
0022	vecina
0021	humana
0021	desaparecida
0021	considerada
0021	agresiva
0020	humilde
0020	alemana
0019	enferma
0019	delicada
0019	cercana
0018	suprema
0018	italiana
0018	impresionante
0018	competitiva
0017	imposible
0017	ganadora
0017	emocionante
0016	polaca
0016	parecida
0016	madura
0016	familiar
0015	mixta
0015	holandesa
0015	comprometida
0014	violenta
0014	probable
0014	optimista
0014	moral
0013	segunda
0013	maravilloso
0013	dura
0013	destruida
0013	americana
0012	realizada
0012	peculiar
0012	fiel
0011	orgullosa
0011	desagradable
0010	saludable
0010	cristiana
0010	caliente
0010	amenazada
0009	seria
0009	pobre
0009	curiosa
0009	callada
0009	amarilla
0008	generosa
0008	competente
0008	catalana
0007	segura
0007	principal
0007	exigente
0007	estadounidense
0007	conforme
0006	recibida
0006	propietaria
0006	libre
0006	danesa
0006	anormal
0005	pesada
0005	natural
0005	estable
0005	competitivo
0004	severa
0004	hermoso
0004	duro
0004	coherente
0003	tercera
0003	portuguesa
0003	impecable
0003	gorda
0003	excepcional
0003	encontrada
0003	elegida
0003	directa
0003	deficiente
0003	afectada
0002	verdadera
0002	terrible
0002	leal
0002	intensa
0002	encantador
0002	condenada
0001	urgente
0001	sencillo
0001	muda
0001	indispensable
0001	frecuente
0001	casada
0001	bonito
0001	adoptada
2021-09-13 18:55
